ID,Author,Title,Journal,Volume,Issue,Year,DOI,ISSN,Abstract
Hiranrat2023,Chamikorn Hiranrat and Atichart Harncharnchai and Chompunoot Duangjan,Students’ Communication Self-efficacy and Its Impact on the Enhancement of Communication Skills in Software Engineering Project Courses,TEM Journal,12,3,2023,10.18421/TEM123-50,22178333,Developing the communication skills of software engineering graduates to meet industry requirements is a challenge for educators. This study presents a project-based learning framework that promotes students9 communication skills in a software engineering project course. The questionnaire on self-efficacy for software development (CSESD) was designed for students9 self-assessment of their confidence in communication skills. Findings indicate that students9 CSESD increased significantly after the course ended. Educators can apply the designed framework to software development-related project courses. The CSESD questionnaire can be used to assess students' confidence in their communication skills and assist educators in preparing students9 readiness before graduation.
AncanBastias2021,Oscar Ancan Bastias and Jaime Diaz and Cristian Olivares Rodriguez,Evaluation of Critical Thinking in Online Software Engineering Teaching: A Systematic Mapping Study,IEEE Access,9,,2021,10.1109/ACCESS.2021.3135245,21693536,"Critical thinking consists in analysing and evaluating the coherence of reasoning. This ability is crucial when we talk about software quality (SQ). SQ is closely related with the engineer's ability to judge and discriminate between solutions correctly, so students are required to analyse, evaluate and draw conclusions. Critical thinking, therefore, becomes a crucial part of the training of software engineers. The problem arises from the diversity of proposals and the lack of rigour in existing experiences, making it difficult to find specific recommendations, especially in online contexts. This article reports a systematic mapping study (SMS), the purpose of which was to detect, organise and characterise specific dimensions in online teaching-learning of critical thinking for software engineering. Based on the results of the SMS, we propose a preliminary framework for the evaluation of critical thinking in the training of software engineers in a context of online higher education. It is expected that this proposal will serve as a basis for instructors of the discipline when evaluating critical thinking in a context of online teaching."
BenZayed2021,Hissah A. Ben Zayed and Mashael S. Maashi,Optimizing the software testing problem using search-based software engineering techniques,Intelligent Automation and Soft Computing,29,1,2021,10.32604/iasc.2021.017239,2326005X,"Software testing is a fundamental step in the software development life-cycle. Its purpose is to evaluate the quality of software applications. Regression testing is an important testing methodology in software testing. The purpose of regression testing is to validate the software after each change of its code. This involves adding new test cases to the test suite and running the test suite as the software changes, making the test suite larger. The cost and time of the project are affected by the test suite size. The challenge is to run regression testing with a smaller number of test cases and larger amount of software coverage. Minimi-zation of the test suite with maximization of the software coverage is an NP-com-plete problem. Search-based software engineering is an important topic in software engineering, which addresses software engineering optimization problems to find the optimal/approximate solution of the given problem. This study investigated an approach to reducing the regression testing effort and saving time. It also solved the regression testing optimization problem by achieving the max-imum test suite coverage with the minimum test suite size. Several experiments were conducted to obtain the optimal solutions for the regression testing problem. We propose an optimization methodology that combines a genetic algorithm and a greedy algorithm to optimize regression testing by respectively maximizing the software test coverage and minimizing the test suite size. The proposed methodology can conveniently deliver fault-free, fully covered, and powerful programs for mission-critical functions. It can be applied to test a real-time system that has high requirements for reliability, security, and safety."
Wohlin2021,Claes Wohlin and Per Runeson,Guiding the selection of research methodology in industry–academia collaboration in software engineering,Information and Software Technology,140,,2021,10.1016/j.infsof.2021.106678,09505849,"Background: The literature concerning research methodologies and methods has increased in software engineering in the last decade. However, there is limited guidance on selecting an appropriate research methodology for a given research study or project. Objective: Based on a selection of research methodologies suitable for software engineering research in collaboration between industry and academia, we present, discuss and compare the methodologies aiming to provide guidance on which research methodology to choose in a given situation to ensure successful industry–academia collaboration in research. Method: Three research methodologies were chosen for two main reasons. Design Science and Action Research were selected for their usage in software engineering. We also chose a model emanating from software engineering, i.e., the Technology Transfer Model. An overview of each methodology is provided. It is followed by a discussion and an illustration concerning their use in industry–academia collaborative research. The three methodologies are then compared using a set of criteria as a basis for our guidance. Results: The discussion and comparison of the three research methodologies revealed general similarities and distinct differences. All three research methodologies are easily mapped to the general research process describe–solve–practice, while the main driver behind the formulation of the research methodologies is different. Thus, we guide in selecting a research methodology given the primary research objective for a given research study or project in collaboration between industry and academia. Conclusions: We observe that the three research methodologies have different main objectives and differ in some characteristics, although still having a lot in common. We conclude that it is vital to make an informed decision concerning which research methodology to use. The presentation and comparison aim to guide selecting an appropriate research methodology when conducting research in collaboration between industry and academia."
Almaliki2021,Malik Almaliki,Software Engineering in Saudi Arabia: A Bibliometric Assessment,IEEE Access,9,,2021,10.1109/ACCESS.2021.3053611,21693536,"This paper presents a bibliometric assessment of the Software Engineering (SE) community in the Kingdom of Saudi Arabia (KSA). The assessment was based on the number of SE papers published by KSA-based SE researchers in SE-related venues and indexed in Scopus between years 1984-2019. The assessment aimed to measure the volume of research contribution produced by KSA-based researchers and institutions to the SE field. 802 SE papers were published by KSA-based SE researchers and the top active institution in the domain is King Fahd University of Petroleum and Minerals (KFUPM) and the top active researcher is Mohammad Alshayeb who is affiliated to KFUPM. The results estimated that KSA produced around %0.62 of the world-wide SE knowledge which indicates that KSA SE community needs to increase the volume of its publications to be more active in the worldwide SE community. The results also show that from 2007 onwards, the annual publication trend of KSA SE community has been growing in a healthy rate reaching 113 published papers in 2019. Additionally, 56% of the papers were internationally-Authored and the highest international collaborations were with researchers from the USA, Tunisia and the UK respectively. In general, KSA is performing well comparing to three of its neighboring countries (UAE, Jordan and Egypt) in terms of the quantity of the published SE papers and received citations. However, in comparison to developed countries, the results suggest that more work on the quantity, quality and visibility of the SE papers authored by KSA-based researchers is needed."
Alabduljabbar2022,Areej Alabduljabbar and Sultan Alyahya,Leveraging Social Network Analysis for Crowdsourced Software Engineering Research,Applied Sciences (Switzerland),12,3,2022,10.3390/app12031715,20763417,"Crowdsourced software engineering (CSE) is an emerging area that has been gaining much attention in the last few years. It refers to the use of crowdsourcing techniques in software engineering activities, including requirements engineering, implementation, design, testing, and verification. CSE is an alternative to traditional software engineering and uses an open call to which online developers can respond to and obtain work on various tasks, as opposed to the assigning of tasks to in‐house developers. The great benefits of CSE have attracted the attention of many re-searchers, and many studies have recently been carried out in the field. This research aims to analyze publications on CSE using social network analysis (SNA). A total of 509 CSE publications from six popular databases were analyzed to determine the characteristics of the collaborative networks of co‐authorship of the research (i.e., the co‐authors, institutions involved in co‐authorship, and coun-tries involved in co‐authorship) and of the citation networks on which the publications of the studies are listed. The findings help identify CSE research productivity, trends, performances, community structures, and relationships between various collaborative patterns to provide a more complete picture of CSE research."
Akbar2023,Muhammad Azeem Akbar and Arif Ali Khan and Saima Rafi,A systematic decision-making framework for tackling quantum software engineering challenges,Automated Software Engineering,30,2,2023,10.1007/s10515-023-00389-7,15737535,"Quantum computing systems harness the power of quantum mechanics to execute computationally demanding tasks more effectively than their classical counterparts. This has led to the emergence of Quantum Software Engineering (QSE), which focuses on unlocking the full potential of quantum computing systems. As QSE gains prominence, it seeks to address the evolving challenges of quantum software development by offering comprehensive concepts, principles, and guidelines. This paper aims to identify, prioritize, and develop a systematic decision-making framework of the challenging factors associated with QSE process execution. We conducted a literature survey to identify the challenging factors associated with QSE process and mapped them into 7 core categories. Additionally, we used a questionnaire survey to collect insights from practitioners regarding these challenges. To examine the relationships between core categories of challenging factors, we applied Interpretive Structure Modeling (ISM). Lastly, we applied fuzzy TOPSIS to rank the identified challenging factors concerning to their criticality for QSE process. We have identified 22 challenging factors of QSE process and mapped them to 7 core categories. The ISM results indicate that the ‘resources’ category has the most decisive influence on the other six core categories of the identified challenging factors. Moreover, the fuzzy TOPSIS indicates that ‘complex programming’, ‘limited software libraries’, ‘maintenance complexity’, ‘lack of training and workshops’, and ‘data encoding issues’ are the highest priority challenging factor for QSE process execution. Organizations using QSE could consider the identified challenging factors and their prioritization to improve their QSE process."
Silva2021,Camila Costa Silva and Matthias Galster and Fabian Gilson,Topic modeling in software engineering research,Empirical Software Engineering,26,6,2021,10.1007/s10664-021-10026-0,15737616,"Topic modeling using models such as Latent Dirichlet Allocation (LDA) is a text mining technique to extract human-readable semantic “topics” (i.e., word clusters) from a corpus of textual documents. In software engineering, topic modeling has been used to analyze textual data in empirical studies (e.g., to find out what developers talk about online), but also to build new techniques to support software engineering tasks (e.g., to support source code comprehension). Topic modeling needs to be applied carefully (e.g., depending on the type of textual data analyzed and modeling parameters). Our study aims at describing how topic modeling has been applied in software engineering research with a focus on four aspects: (1) which topic models and modeling techniques have been applied, (2) which textual inputs have been used for topic modeling, (3) how textual data was “prepared” (i.e., pre-processed) for topic modeling, and (4) how generated topics (i.e., word clusters) were named to give them a human-understandable meaning. We analyzed topic modeling as applied in 111 papers from ten highly-ranked software engineering venues (five journals and five conferences) published between 2009 and 2020. We found that (1) LDA and LDA-based techniques are the most frequent topic modeling techniques, (2) developer communication and bug reports have been modelled most, (3) data pre-processing and modeling parameters vary quite a bit and are often vaguely reported, and (4) manual topic naming (such as deducting names based on frequent words in a topic) is common."
Urrea-Contreras2022,Silvia Jaqueline Urrea-Contreras and Brenda Leticia Flores-Rios and María Angélica Astorga-Vargas and Jorge Eduardo Ibarra-Esquer,Process Mining in Software Engineering: A Patent Review,Revista Colombiana de Computacion,23,1,2022,10.29375/25392115.4180,25392115,"Process mining has been consolidated as a discipline-oriented to discover, monitor, and improve organizational processes. This research analyzes, from the intellectual property approach, patents related to the application of process mining in software engineering based on a review of patents extracted from the main patent databases from 2009-2020. Eighteen patents were selected that mainly belong to the countries of China and the United States, covering topics such as event log management, data handling, process models, and process conformance. The purpose of the review is to provide specific information (duration, scope, and originality) on patents in the context of Process Mining and to be a reference point for disseminating new knowledge and technological progress identified in Software Engineering."
Amin2023,Aamir Amin and Mobashar Rehman and Shuib Basri and Luiz Fernando Capretz and Muhammad Awais Shakir Goraya and Rehan Akbar,"The impact of stressors on the relationship between personality traits, knowledge collection behaviour and programmer creativity intention in software engineering",Information and Software Technology,163,,2023,10.1016/j.infsof.2023.107288,09505849,"Context: Individual and contextual factors have a profound impact on an individual's creativity. In the first part of this research, we concluded that, for a programmer's creativity intention, individual factors including big 5 personality traits and knowledge collection behaviour play a key role. However, it is important to bring contextual factors into the model to provide a holistic understanding. Objectives: Hence, the objective of the present research is to expand the earlier work by (i) identifying the software engineering occupational stressors relevant to programmers, and (ii) examining their impact as moderators for the relationship between individual factors (i.e., big five personality traits and knowledge collection behaviour) and the creativity intention of the programmer. Methods: To analyse the moderating impact of 6 stressors, the survey questionnaire was used to collect data from 294 programmers working in software companies in Pakistan. The data were analysed using the Structural Equation Modelling (SEM) – Partial Least Square (PLS) technique. Results: The findings revealed that in the presence of a moderate level of stress, the relationship between knowledge collection behaviour and creativity intention was strengthened. Furthermore, stressors interacted differently with different personality traits. An overarching statement could be that most of the stressors positively moderated the relationships between different personality traits and creativity intentions. However, contrary to the prior research, the majority of the stressors negatively affected the impact of the openness to experience trait on creativity intention. Conclusion: The research significantly contributes to the body of knowledge of behavioural software engineering. The findings of this research are novel and intriguing in many aspects and will benefit software organizations to increase innovation, by increasing programmers’ creativity through mitigating stress. The study is also one of the few studies which have attempted to understand the interaction between individual and contextual factors with a programmer's creativity."
Fauzan2023,Reza Fauzan and Daniel Siahaan and Mirotus Solekhah and Vriza Wahyu Saputra and Aditya Eka Bagaskara and Muhammad Ihsan Karimi,A Systematic Literature Review of Student Assessment Framework in Software Engineering Courses,Journal of Information Systems Engineering and Business Intelligence,9,2,2023,10.20473/jisebi.9.2.264-275,24432555,"Background: Software engineering are courses comprising various project types, including simple assignments completed in supervised settings and more complex tasks undertaken independently by students, without the oversight of a constant teacher or lab assistant. The imperative need arises for a comprehensive assessment framework to validate the fulfillment of learning objectives and facilitate the measurement of student outcomes, particularly in computer science and software engineering. This leads to the delineation of an appropriate assessment structure and pattern. Objective: This study aimed to acquire the expertise required for assessing student performance in computer science and software engineering courses. Methods: A comprehensive literature review spanning from 2012 to October 2021 was conducted, resulting in the identification of 20 papers addressing the assessment framework in software engineering and computer science courses. Specific inclusion and exclusion criteria were meticulously applied in two rounds of assessment to identify the most pertinent studies for this investigation. Results: The results showed multiple methods for assessing software engineering and computer science courses, including the Assessment Matrix, Automatic Assessment, CDIO, Cooperative Thinking, formative and summative assessment, Game, Generative Learning Robot, NIMSAD, SECAT, Self-assessment and Peer-assessment, SonarQube Tools, WRENCH, and SEP-CyLE. Conclusion: The evaluation framework for software engineering and computer science courses required further refinement, ultimately leading to the selection of the most suitable technique, known as learning framework."
Lu2022,Qinghua Lu and Liming Zhu and Xiwei Xu and Jon Whittle and Zhenchang Xing,Towards a Roadmap on Software Engineering for Responsible AI,,,,2022,10.1145/3522664.3528607,,"Although AI is transforming the world, there are serious concerns about its ability to behave and make decisions responsibly. Many ethical regulations, principles, and frameworks for responsible AI have been issued recently. However, they are high level and difficult to put into practice. On the other hand, most AI researchers focus on algorithmic solutions, while the responsible AI challenges actually crosscut the entire engineering lifecycle and components of AI systems. To close the gap in operationalizing responsible AI, this paper aims to develop a roadmap on software engineering for responsible AI. The roadmap focuses on (i) establishing multi-level governance for responsible AI systems, (ii) setting up the development processes incorporating process-oriented practices for responsible AI systems, and (iii) building responsible-AI-by-design into AI systems through system-level architectural style, patterns and techniques. CCS CONCEPTS • Software and its engineering;"
Gurcan2022,Fatih Gurcan and Gonca Gokce Menekse Dalveren and Nergiz Ercil Cagiltay and Ahmet Soylu,Detecting Latent Topics and Trends in Software Engineering Research Since 1980 Using Probabilistic Topic Modeling,IEEE Access,10,,2022,10.1109/ACCESS.2022.3190632,21693536,"The landscape of software engineering research has changed significantly from one year to the next in line with industrial needs and trends. Therefore, today's research literature on software engineering has a rich and multidisciplinary content that includes a large number of studies; however, not many of them demonstrate a holistic view of the field. From this perspective, this study aimed to reveal a holistic view that reflects topics, trends, and trajectories in software engineering research by analyzing the majority of domain-specific articles published over the last 40 years. This study first presents an objective and systematic method for corpus creation through major publication sources in the field. A corpus was then created using this method, which includes 44 domain-specific conferences and journals and 57,174 articles published between 1980 and 2019. Next, this corpus was analyzed using an automated text-mining methodology based on a probabilistic topic-modeling approach. As a result of this analysis, 24 main topics were found. In addition, topical trends in the field were revealed. Finally, three main developmental stages of the field were identified as: the programming age, the software development age, and the software optimization age."
Lu2023,Qinghua Lu and Liming Zhu and Jon Whittle and James Bret Michael,Software Engineering for Responsible AI,Computer,56,4,2023,10.1109/MC.2023.3242055,15580814,"The unique characteristics of artificial intelligence (AI) systems pose new challenges to traditional software engineering approaches. Thus, new software engineering approaches are required to develop AI systems in a responsible manner."
Jolak2020,Rodi Jolak and Maxime Savary-Leblanc and Manuela Dalibor and Andreas Wortmann and Regina Hebig and Juraj Vincur and Ivan Polasek and Xavier Le Pallec and Sébastien Gérard and Michel R.V. Chaudron,Software engineering whispers: The effect of textual vs. graphical software design descriptions on software design communication,Empirical Software Engineering,25,6,2020,10.1007/s10664-020-09835-6,15737616,"Context: Software engineering is a social and collaborative activity. Communicating and sharing knowledge between software developers requires much effort. Hence, the quality of communication plays an important role in influencing project success. To better understand the effect of communication on project success, more in-depth empirical studies investigating this phenomenon are needed. Objective: We investigate the effect of using a graphical versus textual design description on co-located software design communication. Method: Therefore, we conducted a family of experiments involving a mix of 240 software engineering students from four universities. We examined how different design representations (i.e., graphical vs. textual) affect the ability to Explain, Understand, Recall, and Actively Communicate knowledge. Results: We found that the graphical design description is better than the textual in promoting Active Discussion between developers and improving the Recall of design details. Furthermore, compared to its unaltered version, a well-organized and motivated textual design description–that is used for the same amount of time–enhances the recall of design details and increases the amount of active discussions at the cost of reducing the perceived quality of explaining."
Sedelmaier2020,Yvonne Sedelmaier and Dieter Landes,A Research Agenda for Identifying and Developing Required Competencies in Software Engineering,International Journal of Emerging Technologies in Learning,3,2,2020,10.3991/ijep.v3i2.2448,18630383,"Various issues make learning and teaching software engineering a challenge for both students and instructors. Since there are no standard curricula and no cookbook recipes for successful software engineering, it is fairly hard to figure out which specific topics and competencies should be learned or acquired by a particular group of students. Furthermore, it is not clear which particular didactic approaches might work well for a specific topic and a particular group of students. This contribution presents a research agenda that aims at identifying relevant competencies and environmental constraints as well as their effect on learning and teaching software engineering. To that end, an experimental approach will be taken. As a distinctive feature, this approach iteratively introduces additional or modified didactical methods into existing courses and carefully evaluates their appropriateness. Thus, it continuously improves these methods."
Kitchenham2020,Barbara Kitchenham and Lech Madeyski and Pearl Brereton,Meta-analysis for families of experiments in software engineering: a systematic review and reproducibility and validity assessment,Empirical Software Engineering,25,1,2020,10.1007/s10664-019-09747-0,15737616,"Context: Previous studies have raised concerns about the analysis and meta-analysis of crossover experiments and we were aware of several families of experiments that used crossover designs and meta-analysis. Objective: To identify families of experiments that used meta-analysis, to investigate their methods for effect size construction and aggregation, and to assess the reproducibility and validity of their results. Method: We performed a systematic review (SR) of papers reporting families of experiments in high quality software engineering journals, that attempted to apply meta-analysis. We attempted to reproduce the reported meta-analysis results using the descriptive statistics and also investigated the validity of the meta-analysis process. Results: Out of 13 identified primary studies, we reproduced only five. Seven studies could not be reproduced. One study which was correctly analyzed could not be reproduced due to rounding errors. When we were unable to reproduce results, we provide revised meta-analysis results. To support reproducibility of analyses presented in our paper, it is complemented by the reproducer R package. Conclusions: Meta-analysis is not well understood by software engineering researchers. To support novice researchers, we present recommendations for reporting and meta-analyzing families of experiments and a detailed example of how to analyze a family of 4-group crossover experiments."
Bjarnason2022,Elizabeth Bjarnason and Baldvin Gislason Bern and Linda Svedberg,Inter-team communication in large-scale co-located software engineering: a case study,Empirical Software Engineering,27,2,2022,10.1007/s10664-021-10027-z,15737616,"Large-scale software engineering is a collaborative effort where teams need to communicate to develop software products. Managers face the challenge of how to organise work to facilitate necessary communication between teams and individuals. This includes a range of decisions from distributing work over teams located in multiple buildings and sites, through work processes and tools for coordinating work, to softer issues including ensuring well-functioning teams. In this case study, we focus on inter-team communication by considering geographical, cognitive and psychological distances between teams, and factors and strategies that can affect this communication. Data was collected for ten test teams within a large development organisation, in two main phases: (1) measuring cognitive and psychological distance between teams using interactive posters, and (2) five focus group sessions where the obtained distance measurements were discussed. We present ten factors and five strategies, and how these relate to inter-team communication. We see three types of arenas that facilitate inter-team communication, namely physical, virtual and organisational arenas. Our findings can support managers in assessing and improving communication within large development organisations. In addition, the findings can provide insights into factors that may explain the challenges of scaling development organisations, in particular agile organisations that place a large emphasis on direct communication over written documentation."
Marquez2020,Gaston Marquez and Hernan Astudillo and Carla Taramasco,Security in Telehealth Systems from a Software Engineering Viewpoint: A Systematic Mapping Study,IEEE Access,8,,2020,10.1109/ACCESS.2020.2964988,21693536,"Telehealth systems deliver remote care of elderly and physically less able patients as well as remote surgeries, treatments, and diagnoses. In this regard, several systemic properties must be satisfied (such as security) in order to ensure the functionality of Telehealth systems. Although existing studies discuss different security episodes that involve Telehealth systems, it is difficult to have a clear standpoint about which are the most reported security issues and which solutions have been proposed. Furthermore, since Telehealth systems are composed of several software systems, it is not clear which critical areas of Software Engineering are relevant to develop secure Telehealth systems. This article reports a systematic mapping study (SMS) whose purpose is to detect, organize, and characterize security issues in Telehealth systems. Based on the SMS results, we examine how Software Engineering may help to develop secure Telehealth systems. From over a thousand studies, we distinguished and classified 41 primary studies. Results show that (i) four security classifications (attacks, vulnerabilities, weaknesses, and threats) concentrate the most reported security issues; (ii) three security strategies (detect attacks, stop or mitigate attacks and react to attacks) characterize security issues, and (iii) the most relevant research themes are related to insecure data transmission and privacy. The SMS's findings suggest that software design, requirements, and models are key areas to develop secure Telehealth systems."
Brstler2023,Jürgen Börstler and Nauman bin Ali and Martin Svensson and Kai Petersen,Investigating acceptance behavior in software engineering—Theoretical perspectives,Journal of Systems and Software,198,,2023,10.1016/j.jss.2022.111592,01641212,"Background: Software engineering research aims to establish software development practice on a scientific basis. However, the evidence of the efficacy of technology is insufficient to ensure its uptake in industry. In the absence of a theoretical frame of reference, we mainly rely on best practices and expert judgment from industry-academia collaboration and software process improvement research to improve the acceptance of the proposed technology. Objective: To identify acceptance models and theories and discuss their applicability in the research of acceptance behavior related to software development. Method: We analyzed literature reviews within an interdisciplinary team to identify models and theories relevant to software engineering research. We further discuss acceptance behavior from the human information processing perspective of automatic and affect-driven processes (“fast” system 1 thinking) and rational and rule-governed processes (“slow” system 2 thinking). Results: We identified 30 potentially relevant models and theories. Several of them have been used in researching acceptance behavior in contexts related to software development, but few have been validated in such contexts. They use constructs that capture aspects of (automatic) system 1 and (rational) system 2 oriented processes. However, their operationalizations focus on system 2 oriented processes indicating a rational view of behavior, thus overlooking important psychological processes underpinning behavior. Conclusions: Software engineering research may use acceptance behavior models and theories more extensively to understand and predict practice adoption in the industry. Such theoretical foundations will help improve the impact of software engineering research. However, more consideration should be given to their validation, overlap, construct operationalization, and employed data collection mechanisms when using these models and theories."
Song2023,Qunying Song and Per Runeson,Industry-academia collaboration for realism in software engineering research: Insights and recommendations,Information and Software Technology,156,,2023,10.1016/j.infsof.2022.107135,09505849,"Context: Effective industry-academia collaboration may increase software engineering research relevance by increased realism, yet very challenging for reasons like confidentiality concerns, different objectives and priorities. Objective: We analyse industry-academia collaboration scenarios based on our own experiences as Ph.D. student and supervisor, and provide insights and recommendations to facilitate future collaborations with industry. Method: We first present our industry-academia collaboration experiences that span over two and a half years with different companies. Then, we analyse both facilitators and problems from those scenarios and synthesize recommendations based on that. Results: Five different scenarios are analysed, including both success and failure scenarios. Reflections and insights into these experiences as well as some general recommendations are presented. Conclusion: We believe such experiences and insights are helpful for academic researchers to pursue industry-academia collaboration. We plan to continuously report our experience and provide our suggestions for effective collaboration with industry."
Zainol2020,Azida Zainol and Wafa Sulaiman Almukadi,Implementing problem-based learning in the software engineering course,International Journal of Advanced and Applied Sciences,7,12,2020,10.21833/ijaas.2020.12.002,23133724,"The student learning process using real-life contextualization and soft skills are the factors that every student should acquire after completing a Software Engineering course. Problem-based learning (PBL) that promotes learning by doing is used to be implemented in the Software Engineering course in order to solve these issues. A study is conducted with the intention to investigate the introduction of implementing PBL in the Software Engineering course at the Faculty of Computer Science and Engineering, University of Jeddah. Thus, this paper aims to report the findings of introducing PBL to stimulate students' learning and skills. The PBL was implemented in the Software Engineering course as an ongoing teaching method for Fall Semester 2019/2020, and after completing this course, a set of the questionnaire is distributed to all students to get their perceptions of using PBL. The results indicated that PBL stimulates the students' learning by allowing them to be responsible for their learning, become self-directed learners and given the students the ability to be responsible for their own learning in a simulated environment, working with fellow students to achieve an outcome. These results are comparable with previous works on PBL in the Software Engineering course, and PBL has been emphasized as a new teaching paradigm in an ongoing review of software engineering undergraduate program by IEEE/ACM. Therefore, the result of this study is significant as it highlights the positive conclusion of PBL, and this led to the theoretical of Software Engineering education in reducing the gap between theory and practice in curriculum development."
Marebane2021,Senyeki M. Marebane and Robert T. Hans,Software Engineering Ethics Competency Gap in Undergraduate Computing Qualifications within South African Universities of Technology,International Journal of Advanced Computer Science and Applications,12,4,2021,10.14569/IJACSA.2021.0120474,21565570,"Computing graduates working as software engineers are expected to demonstrate competencies in various categories of software engineering ethics as a component of nontechnical skills that complement technical skills. Therefore, university programme offerings should provide opportunities for students to develop software engineering ethical competence. This study analyses curriculum documents to determine the extent to which entry-level undergraduate computing qualifications of Universities of Technology (UoTs) in South Africa provide opportunities to empower students with software engineering ethical competence. We used summative content analysis to analyze texts within the UoT computing undergraduate qualifications related to software development as retrieved from the South African Qualifications Authority database. ATLAS.ti text analysis tool was used to classify texts according to predetermined software engineering ethics categories to determine the extent to which the qualifications under study expose students to software engineering ethics. The results show that the coverage of the various categories of software engineering ethics by UoT computing qualifications for software development is insufficient, incomplete and superficial, providing only limited opportunities for prospective software engineers to develop software engineering ethical competence. Lack of adequate inclusion of software engineering ethics by UoT qualifications in South Africa deprives prospective software engineers an opportunity to develop ethical competence required to become ethically successful software engineers. Such limited exposure by software development graduates risks the development of potentially unethical software products in the software industry."
Serban2024,Alex Serban and Koen van der Blom and Holger Hoos and Joost Visser,"Software engineering practices for machine learning — Adoption, effects, and team assessment",Journal of Systems and Software,209,,2024,10.1016/j.jss.2023.111907,01641212,"Machine learning (ML) is extensively used in production-ready applications, calling for mature engineering techniques to ensure robust development, deployment and maintenance. Given the potential negative impact machine learning (ML) can have on people, society or the environment, engineering techniques that can ensure robustness against technical errors and adversarial attacks are of considerable importance. In this work, we investigate how teams of experts develop, deploy and maintain software with ML components. Moreover, we link what teams do to the effects they aim to achieve and provide means for improvement. Towards this goal, we performed a mixed-methods study with a sequential exploratory strategy. First, we performed a systematic literature review through which we mined both academic and grey literature, and compiled a catalogue of engineering practices for ML. Second, we validated this catalogue using a large-scale survey, which measured the degree of adoption of the practices and their perceived effects. Third, we ran validation interviews with practitioners to add depth to the survey results. The catalogue covers a broad range of practices for engineering software systems with ML components and for ensuring non-functional properties that fall under the umbrella of trustworthy ML, such as fairness, security or accountability. Here, we present the results of our study, which indicate, for example, that larger and more experienced teams tend to adopt more practices, but that trustworthiness practices tend to be neglected. Moreover, we show that the effects measured in our survey, such as team agility or accountability, can be predicted quite accurately from groups of practices. This allowed us to contrast the importance of the practices for these effects as well as adoption rates, revealing, for example, that widely adopted practices are, in reality, less important with respect to some effects. For instance, writing reusable scripts for data cleaning and merging is highly adopted, but has a limited impact on reproducibility. Overall, our study provides a quantitative assessment of ML engineering practices and their impact on desirable properties of software with ML components, by which we open multiple avenues for improving the adoption of useful practices. Editor's note: Open Science material was validated by the Journal of Systems and Software Open Science Board."
Lawlor2020,Brendan Lawlor and Roy D. Sleator,The democratization of bioinformatics: A software engineering perspective,GigaScience,9,6,2020,10.1093/GIGASCIENCE/GIAA063,2047217X,"Today, thanks to advances in cloud computing, it is possible for small teams of software developers to produce internet-scale products, a feat that was previously the preserve of large organizations. Herein, we describe how these advances in software engineering can be made more readily available to bioinformaticians. In the same way that cloud computing has democratized access to distributed systems engineering for generalist software engineers, access to scalable and reproducible bioinformatic engineering can be democratized for generalist bioinformaticians and biologists. We present solutions, based on our own efforts, to achieve this goal."
Escalona2022,María José Escalona and Nora Parcus de Koch and Gustavo Rossi,A Quantitative SWOT-TOWS Analysis for the Adoption of Model-Based Software Engineering,Journal of Object Technology,21,4,2022,10.5381/jot.2022.21.4.a9,16601769,"Enterprises’ trend to low-code development revives model-based software engineering (MBSE) since several low-code platforms are based on the principles of model-based design, automatic code generation, and visual programming. Changes in an enterprise’s software development process, however, always require strategic planning. To find an appropriate strategy, we present an analytical tool for identifying and evaluating strengths, weaknesses, opportunities and threats factors for the adoption of MBSE. This tool provides a SWOT-TOWS analysis supplemented by a quantitative evaluation of strategies based on a multiple-criteria decision technique drawing on the knowledge of industry experts. Our analytical tool is general so it can be used in the industrial context for making other strategic decisions."
Rababaah2021,Aaron R. Rababaah,Enhancing software engineering learning environment with computer games: A case study,Journal of Engineering Education Transformations,35,1,2021,10.16920/jeet/2021/v35i1/22065,23941707,"Education gamification has been spreading in various disciplines such as languages, computer programming, medicine, natural languages, engineering, etc. Software Engineering is our interest in this work as we saw an opportunity of contribution to enrich literature and empirical studies in this area. Traditional methods of teaching Software Engineering could significantly benefit from gamification as a complementary component in student learning outcomes. We believe we can provide our students with more effective learning environment in number of aspects including: providing enjoyable practice, immediate feedback, enhancing the sense of responsibility, enhanced engagement and performance real time tracking. In this paper, we will present our case study in adopting a computer game in software engineering course. Further, we will present the results of a course exist survey that shows the responses of 114 participating students. The analysis of the survey showed significant positive impact on number of aspects including: student engagement, learning concepts and critical thinking. The overall mean of positive responses was 81.2%."
